"origin","comb_cbd","comb_cbn","comb_thc","comb_cbg","comb_thcv","comb_cbc"
"Sacramento",0.097716,0.018568,18.105592,0.252456,0.412444,0.185484
"Sacramento",0.088136,0.009416,19.100014,2.349152,0.725808,0.065528
"Sacramento",0.075664,0.019712,11.161902,0.72468,0.160328,0.082232
"Sacramento",0.047432,0.024112,15.50229,0.491844,0.427856,0.117744
"Sacramento",0.094716,0.012232,16.518218,0.650044,0.095128,0.10472
"Sacramento",0.076088,0.020944,11.854742,0.3454,0.108848,0.056236
"Sacramento",0.067232,0.0132,17.904726,1.631552,0.234348,0.080252
"Sacramento",0.08156,0.04004,16.63203,0.318204,0.119852,0.2028
"Sacramento",0.062332,0.017424,14.0761,0.80298,0.137104,0.075944
"Sacramento",0.064812,0.02024,18.258176,0.440536,0.180572,0.079668
"Sacramento",0.083188,0.038984,23.049986,0.855616,0.147488,0.091924
"Sacramento",0.135544,0.01716,31.989792,1.127088,0.37952,0.094476
"Sacramento",0.06634,0.028688,17.11182,1.03516,0.967584,0.129328
"Sacramento",0.105144,0.03256,27.623444,0.705732,0.253044,0.097248
"Sacramento",0.085168,0.013992,17.23831,0.632816,0.192752,0.11932
"Sacramento",0.041712,0.027896,16.265632,0.785824,0.114136,0.05104
"Sacramento",0.071548,0.016016,17.399156,0.411508,0.153284,0.089804
"Sacramento",0.053424,0.027804,11.336246,0.096616,0.118908,0.093984
"Sacramento",0.101312,0.036344,16.425816,0.53314,0.109764,0.387352
"Sacramento",0.070488,0.031064,12.939394,0.36988,0.098772,0.022848
"Sacramento",0.066948,0.012584,11.584692,0.88222,0.131364,0.11074
"Sacramento",0.150004,0.036168,22.411252,0.458356,0.202928,0
"Sacramento",0.077732,0.040216,17.029606,0.123368,0.462712,0.084112
"Sacramento",0.097016,0.04004,17.754964,0.338652,0.097868,0.0839
"Sacramento",0.089532,0.038632,19.785846,0.835004,0.177744,0.022
"Sacramento",0.149116,0.020416,17.146086,1.241768,0.128216,0.207372
"Sacramento",0.07298,0.12322,14.71705,0.288428,0.168748,0.1065
"Sacramento",0.100736,0.035992,21.405034,0.339688,0.21708,0.01776
"Sacramento",0.087228,0.03872,15.73225,1.12162,0.311924,0.075668
"Sacramento",0.052392,0.0242,10.137166,0.550228,0.100424,0.079204
"Sacramento",0.109312,0.01496,21.708606,0.919844,0.27672,0.128304
"Sacramento",0.098612,0.064064,16.309522,0.942868,0.899976,0.075848
"Sacramento",0.039876,0.00968,10.929536,0.187712,0.046916,0.046764
"Sacramento",0.093184,0.032296,17.70051,0.464288,0.165804,0.1917
"Sacramento",12.78846,0.00352,3.947694,1.248344,0.026464,0.278188
"Sacramento",0.060684,0.003344,3.07223,0.135212,0.010384,0.112836
"Sacramento",0.100176,0.022616,20.06281,1.230236,0.278164,0.753084
"Sacramento",0.125032,0.021912,18.069372,0.95394,0.376044,0.20868
"Sacramento",0.123168,0.045936,19.15307,0.289512,0.111556,0.085872
"Sacramento",0.10912,0.015136,15.27923,3.06278,0.14916,0.340108
"Sacramento",0.105244,0.060896,19.407838,0.241388,0.198968,0.166728
"Sacramento",0.090592,0.023496,19.474504,0.542692,0.132764,0.190928
"Sacramento",0.088068,0.030096,17.70512,0.24316,0.138928,0.206876
"Sacramento",18.297544,0.007832,6.400968,0.827412,0.02508,0.417568
"Sacramento",0.06552,0.16538,15.244832,0.345964,0.110784,0.039864
"Sacramento",0.061776,0.02772,19.619406,0.615572,0.109472,0.186516
"Sacramento",0.05456,0.045584,18.415598,0.409744,0.154008,0.0164
"Sacramento",0.085476,0.020152,20.395432,0.893256,0.160336,0.107316
"Sacramento",0.190704,0.03212,22.510724,1.810124,0.186208,0.431844
"Sacramento",0.06656,0.010736,15.330296,1.730228,0.166948,0.0049
"Sacramento",0.077692,0.056584,19.082088,0.645904,0.131824,0.075708
"Sacramento",0.07594,0.042416,18.358714,0.46258,0.180876,0.07546
"Sacramento",0.146348,0.0837,26.621768,2.629488,0.13112,0.508944
"Sacramento",0.023948,0,0.992466,0.107684,0,0.11456
"Sacramento",0.124128,0.015312,20.717966,0.592804,0.293316,0.109308
"Sacramento",0.120304,0.027456,21.96306,0.70276,0.166628,0.218072
"Sacramento",0.124064,0.011528,14.799196,1.200448,0.056408,0.10966
"Sacramento",0.084228,0.047432,14.44647,0.094716,0.08308,0.088724
"Sacramento",0.065964,0.007216,14.11253,0.456952,0.157024,0.132768
"Sacramento",0.089956,0.022616,18.605398,2.065388,0.167552,0.12892
"Sacramento",0.11378,0.024552,19.88183,1.221708,0.178816,0.078072
"Sacramento",0.030624,0.027456,9.533606,0.967148,0.08096,0.017776
"Sacramento",0.094632,0.028688,16.567914,0.18188,0.097172,0.09566
"Sacramento",0.085532,0.01452,16.173992,0.521336,0.186596,0.061856
"Sacramento",0.139784,0.01144,14.98855,0.368264,2.635688,0.17292
"Sacramento",0.02928,0.01496,7.41739,0.150804,0.057904,0.005476
"Sacramento",0.091764,0.016632,15.219846,0.857672,0.20878,0.15856
"Sacramento",0.06374,0.013904,14.663986,1.21098,0.193016,0.072852
"Sacramento",0.091436,0.02376,19.415212,1.018348,0.159632,0.346788
"Sacramento",4.142376,0.001672,0.962338,0.053904,0,0.061456
"Sacramento",0.08816,0.010912,17.652838,1.178296,0.199264,0.07256
"Sacramento",19.695348,0.006864,0.649754,1.805688,0.003344,0.410248
"Sacramento",0.103556,0.006512,20.281504,0.824024,0.162976,0.067408
"Sacramento",0.121064,0.024728,18.99669,1.944952,0.253468,0.160112
"Sacramento",0.059984,0.014256,14.478204,0.458228,0.08042,0.114048
"Sacramento",21.250108,0,5.148866,0.696664,0,0.331796
"Sacramento",0.114404,0.025432,28.431238,1.291404,0.389908,0.196064
"Sacramento",18.806728,0.016016,6.337628,1.223696,0.038104,0.361088
"Sacramento",0.07588,0.040304,15.414222,0.635812,0.232288,0.091448
"Sacramento",0.08586,0.03916,19.613496,1.071244,0.084392,0.268556
"Sacramento",0.109992,0.028336,25.690818,0.474788,0.215432,0.058972
"Sacramento",0.089192,0.019536,17.842406,0.8632,0.042064,0.28784
"Sacramento",0.048276,0.017952,10.983934,0.071956,0.119944,0.069024
"Sacramento",0.062396,0.03124,20.52341,0.654332,0.114128,0.123572
"Sacramento",11.365096,0.004576,4.756166,0.622824,0.03916,0.225556
"Sacramento",12.633524,0.003696,4.813132,0.659344,0.04048,0.251816
"Sacramento",0.007232,0.028248,3.582032,0.160712,0.040568,0.092312
"Sacramento",0.108268,0.009592,22.304692,1.121784,0.339104,0.057944
"Sacramento",0.082908,0.022616,17.015164,0.753796,0.086776,0.07486
"Sacramento",0.094676,0.028336,22.651228,0.263744,0.140848,0.106228
"Sacramento",0.120648,0.019976,22.661576,1.1419,1.84172,0.139452
"Sacramento",0.10622,0.0198,21.621396,1.427604,0.384488,0.280896
"Sacramento",0.10702,0.015664,22.829464,0.925516,0.184248,0.23762
"Sacramento",16.22792,0.010296,5.95471,0.862348,0.02024,0.36534
"Sacramento",14.05552,0.004136,4.675876,0.736584,0,0.259128
"Sacramento",0.10286,0.04796,20.349952,0.509652,0.172012,0.127744
"Sacramento",13.259488,0.006864,0.606802,1.637372,0.097592,0
"Sacramento",0.126632,0.045496,28.78027,1.512652,0.23576,0.268136
"Sacramento",0.087416,0.027896,22.596644,0.629384,0.217308,0.182652
"Sacramento",0.10608,0.018744,21.553662,0.82866,0.355832,0.16118
"Sacramento",0.072492,0.019008,21.089288,0.72838,0.12,0.07964
"Sacramento",0.05422,0.011616,15.473372,1.045312,0.247452,0.27588
"Sacramento",0.087588,0.028512,16.095896,0.63,0.08902,0.066504
"Sacramento",1.157268,0.017512,17.785482,1.262744,0.395784,0.162524
"Sacramento",0.093,0.026136,19.589186,1.148884,0.167376,0.09252
"Sacramento",0.103668,0.02816,18.784364,0.92536,0.251488,0.081056
"Sacramento",0.10644,0.011264,24.805022,1.153724,0.365592,0.172392
"Sacramento",0.060404,0.034892,14.593048,0.516892,0.094512,0.037976
"Sacramento",0.0903,0.039048,18.354954,0.587764,0.125136,0.071884
"Sacramento",0.085936,0.012232,16.231822,0.352516,0.179216,0.15868
"Sacramento",0.07402,0.016984,12.464518,0.341616,0.231308,0.031108
"Sacramento",0.1009,0.011,19.46481,0.760888,0.117244,0
"Sacramento",0.07768,0.026928,19.411066,0.826428,1.655276,0.04034
"Sacramento",0.073508,0.028864,18.085202,0.480284,0.146168,0.07172
"Sacramento",0.047256,0.022704,17.330338,3.758608,0.111056,0.081652
"Sacramento",0.143604,0.03564,21.861068,0.88758,0.054912,0.015676
"Sacramento",0.096992,0.014696,18.137688,0.470708,0.081164,0.098208
"Sacramento",0.080848,0.023584,19.113742,0.554864,0.120572,0.16848
"Sacramento",0.102904,0.012496,11.274434,0.846276,0.157532,0.108588
"Sacramento",0.136064,0,0.27984,0,0.201732,0.0155
"Sacramento",0.0986,0.020064,20.679586,1.122772,0.077088,0.093856
"Sacramento",0.079092,0.017952,18.36358,0.202248,0.056408,0.089764
"Sacramento",0.067604,0.008448,13.097358,0.471364,0.157716,0.068328
"Sacramento",0.092756,0.028688,17.534222,0.460412,0.198616,0.072552
"Sacramento",0.092892,0.02728,14.892716,0.593928,0.092048,0.0089
"Sacramento",0.065296,0.029744,18.40439,2.143688,0.18172,0.18842
"Sacramento",0.063624,0.02684,15.118464,1.00676,0.203368,0.07104
"Sacramento",0.0665,0.043384,12.561164,0.196676,0.068376,0.060604
"Sacramento",0.0552,0.020416,9.018678,0.122564,0.099268,0.05142
"Sacramento",0.131048,0.019976,20.714714,1.386408,0.2656,0.3656
"Sacramento",0.097256,0.019976,22.21715,0.221784,0.173244,0.194068
"Sacramento",0.12894,0.037312,20.434552,1.299724,0.217972,0.106592
"Sacramento",0.10016,0.01716,21.719474,1.027456,0.229076,0.152772
"Sacramento",0.07914,0.044088,15.189344,0.498164,0.056496,0.067704
"Sacramento",0.05286,0.014344,13.889584,0.432524,0.13196,0.043296
"Sacramento",13.687468,0.008624,6.077088,1.106968,0.974336,0.315656
"Sacramento",0.203376,0.029216,18.993458,0.714156,0.234608,0.079132
"Sacramento",0.170544,0.032472,19.587052,0.415284,0.06996,0.176216
"Sacramento",13.297344,0.005456,5.06632,0.505964,0.042152,0.26582
"Sacramento",0.202904,0.029216,19.591572,0.238544,0.057112,0.093664
"Sacramento",0.032912,0.023408,10.67609,0.647912,0.021912,0.069124
"Sacramento",0.055904,0.033704,14.878608,0.183852,0.226636,0.069704
"Sacramento",0.113992,0.01188,18.487428,1.472464,0.394628,0.23818
"Sacramento",0.079116,0.018392,22.28003,0.443224,0.25918,0.055264
"Sacramento",0.099892,0.031416,19.391272,0.318032,0.158728,0.105632
"Sacramento",0.09332,0.014872,17.413166,0.93048,0.164736,0.226084
"Sacramento",0.095652,0.010824,20.976066,0.88332,0.252192,0.065548
"Sacramento",0.084008,0.037576,18.022908,0.168744,0.340248,0.07494
"Sacramento",0.10464,0.02068,17.12254,0.64616,0.10208,0.13015
"Sacramento",0.108116,0.0308,11.185034,0.332504,0.083776,0.052036
"Sacramento",0.120144,0.023056,21.769664,0.836596,0.21974,0.10396
"Sacramento",0.079,0.014696,18.2513,1.176988,0.078496,0.121116
"Sacramento",0.093904,0.040744,20.756442,0.526132,0.180364,0.106492
"Sacramento",0.043912,0.018304,15.212628,0.722028,0.067144,0.102108
"Sacramento",0.022528,0.766828,8.520994,1.405724,0.031856,0.089764
"Sacramento",0.085276,0.076648,18.363698,0.819508,0.181556,0.027192
"Sacramento",0.038808,0.009064,12.68351,0.50542,0.027808,0.111848
"Sacramento",0.063492,0.024992,12.465968,0.442744,0.091872,0.046772
"Sacramento",0.169716,0.022176,23.579298,0.805648,0.319484,0.065804
"Sacramento",0.054336,0.024992,15.523114,0.67444,0.107672,0.050664
"Sacramento",0.096304,0.044968,18.696724,0.661716,0.146904,0.155672
"Sacramento",0.14494,0.035288,26.18411,1.108164,0.366548,0.238316
"Sacramento",0.116912,0.016456,20.29331,2.019996,0.37306,0.198552
"Sacramento",0.037756,0.006864,8.556786,0.362236,0.058088,0.086232
"Sacramento",0.054448,0.024904,15.19826,1.400792,0.161072,0.2367
"Sacramento",0.088112,0.016984,17.927752,0.64986,0.08758,0.083776
"Sacramento",0.085192,0.016632,15.99608,0.429736,0.175776,0.08592
"Sacramento",0.097156,0.01452,18.793778,0.714436,0.222224,0.045936
"Sacramento",0.05974,0.052624,15.810036,0.2507,0.089928,0.120944
"Sacramento",10.450724,0.00528,2.744318,0.882216,0.01232,0.165792
"Sacramento",0.10066,0.02464,16.316186,0.519852,0.221736,0.444868
"Sacramento",9.76882,0.013816,4.298538,0.499728,0.050672,0.192408
"Sacramento",0.091084,0.04532,18.187648,0.638284,0.190024,0.080972
"Sacramento",0.0807,0.01936,18.700176,0.69786,0.078752,0.131364
"Sacramento",0.085004,0.030888,14.53089,0.876652,0.638352,0.08364
"Sacramento",0.092664,0.007832,14.707,0.31736,0.075592,0.100732
"Sacramento",0.0743,0.014432,13.73203,0.679096,0.048664,0.04
"Sacramento",0.06978,0.017424,10.485126,0.311636,0.060368,0.09368
"Sacramento",0.07518,0.019324,7.68034,0.162124,0.050072,0.069544
"Sacramento",0.083616,0.013376,9.371566,0.358652,0.03696,0.040444
"Sacramento",0.110644,0.01804,17.6438,0.32316,0.068552,0.150224
"Sacramento",0.095704,0.027368,18.204904,0.588544,0.103736,0.03616
"Sacramento",0.068404,0.025696,17.257512,0.556792,0.145436,0.093868
"Sacramento",0.068088,0.037648,10.204024,0.947836,0.073832,0.099484
"Sacramento",0.102608,0.04752,16.87167,0.690356,0.08428,0.200216
"Sacramento",0.069736,0.022176,11.98828,1.017404,0.073944,0.256004
"Sacramento",0.179852,0.015488,25.200902,1.296156,0.32632,0.082748
"Sacramento",7.81376,0.006424,3.323074,0.25008,0.046828,0.15876
"Sacramento",0.127212,0.015312,18.600844,2.12984,0.310324,0.121044
"Sacramento",0.103588,0.032648,16.317734,0.3871,0.08096,0.06864
"Sacramento",0.268812,0.01408,22.920288,0.626448,0.743336,0.246308
"Sacramento",0.07476,0.013816,18.885344,0.635516,0.177148,0.186472
"Sacramento",0.078116,0.015664,15.608834,1.811836,0.163236,0.105772
"Sacramento",0.050496,0.007216,10.79109,1.654308,0.156424,0.1241
"Sacramento",0.100588,0.015224,15.935734,1.237332,0.280008,0.207772
"Sacramento",20.670092,0.003344,7.518642,1.323244,0.164672,0.513608
"Sacramento",0.088144,0.017424,17.19595,0.157048,0.121172,0.079148
"Sacramento",0.097152,0.018392,18.488964,0.764688,0.236032,0.188284
"Sacramento",0.058108,0.01892,17.970432,0.82808,0.058944,0.116044
"Sacramento",0.069468,0.023408,13.83437,0.186704,0.077592,0.103428
"Sacramento",0.117512,0.02948,18.33009,0.605716,0.110704,0.103624
"Sacramento",0.26324,0.026576,19.981728,0.980616,0.075944,0.167756
"Sacramento",0.096036,0.021824,16.016488,0.531388,0.13618,0.043184
"Sacramento",0.101108,0.070048,22.960962,1.176384,0.179784,0.22506
"Sacramento",0.090636,0.011,19.786488,0.881796,0.171188,0.302568
"Sacramento",0.101968,0.034672,18.575472,0.273064,0.068992,0.163028
"Sacramento",0.09294,0.015224,18.07601,1.933252,0.212772,0.18486
"Sacramento",0.102556,0.002904,19.234854,0.221952,0.120944,0.126912
"Sacramento",0.055948,0.022704,15.212074,0.89174,0.056992,0.164824
"Sacramento",0.196444,0.005984,12.96415,0.3934,0.1426,0.049456
"Sacramento",0.088696,0.025872,18.92292,1.07152,0.15356,0.068516
"Sacramento",0.073712,0.03168,13.231136,0.596668,0.045232,0.113436
"Sacramento",0.078864,0.022264,18.591118,0.743784,0.143064,0.068992
"Sacramento",0.107472,0.008272,16.401852,1.902988,0.274936,0.103168
"Sacramento",0.07392,0.011088,15.873036,0.424252,0.188936,0.041712
"Sacramento",0.071348,0.020416,17.78023,2.383452,0.151536,0.203628
"Sacramento",0.08886,0.0242,17.558996,0.560576,0.233552,0.20376
"Sacramento",0.083708,0.015664,17.628314,0.83458,0.100844,0.142644
"Sacramento",0.117376,0.008536,19.457614,0.9477,0.264952,0.14328
"Sacramento",0.104636,0.023232,20.724544,0.855772,0.29044,0.027352
"Sacramento",0.088428,0.02816,19.666764,0.51996,0.203104,0.423052
"Sacramento",0.109708,0.037664,22.909838,0.498756,0.344196,0.114644
"Sacramento",0.362368,0.020064,22.368668,0.696768,0.440768,0.118624
"Sacramento",0.075504,0.017688,21.794738,0.89784,0.270096,0.041536
"Sacramento",0.10132,0.015488,19.64615,0.709088,0.192088,0.210144
"Sacramento",0.0946,0.02596,16.627236,1.160108,0.157824,0.34512
"Sacramento",0.103152,0.015928,18.247414,0.642348,0.28944,0.156864
"Sacramento",0.15048,0.019096,15.96748,0.495416,0.083512,0.06474
"Sacramento",6.482172,0.004048,3.38912,0.608712,0.020968,0.146432
"Sacramento",0.45536,0.00836,11.660596,0.850044,0.12452,0.065588
"Sacramento",0.113536,0.007656,15.744344,1.202708,0.240152,0.106408
"Sacramento",0.104352,0.01584,21.235338,1.044224,0.270728,0.01056
"Sacramento",0.063924,0.011968,14.768184,0.519072,0.148188,0.115192
"Sacramento",0.0776,0.018304,18.262044,1.006384,0.196056,0.342708
"Sacramento",0.08064,0.022616,20.114836,0.576632,0.256756,0.11396
"Sacramento",0.068424,0.028072,14.670322,0.71366,0.07434,0.084108
"Sacramento",0.06846,0.0154,20.17595,0.401536,0.218652,0.045336
"Sacramento",0.046816,0.017336,17.391032,0.581756,0.079112,0.026928
"Sacramento",0.10776,0.015136,20.383568,2.402564,0.249684,0.188996
"Sacramento",0.056676,0.107452,9.194976,0.853016,0.135696,0.072152
"Sacramento",18.273288,0.005544,7.409036,1.519164,0.060104,0.369996
"Sacramento",0.350256,0.0154,20.814142,1.429236,0.052536,0.068184
"Sacramento",0.114132,0.022088,16.902816,1.002452,0.207748,0
"Sacramento",0.102848,0.030624,24.6371,0.822096,0.205704,0.021384
"Sacramento",0.094536,0.026576,17.731236,1.215704,0.219744,0.133324
"Sacramento",0.077544,0.023144,17.985684,0.867972,0.192508,0.057312
"Sacramento",0.063608,0.028688,18.368928,1.057272,0.197176,0.123468
"Sacramento",11.763496,0.010648,4.955284,0.479932,0.083708,0.248808
"Sacramento",0.11058,0.0484,16.502208,0.313652,0.154,0.0827
"Sacramento",0.054384,0.017952,16.771934,2.3649,0.117832,0.074288
"Sacramento",0.087044,0.013376,18.830806,1.090912,0.202252,0.113776
"Sacramento",0.100044,0.021472,19.767758,0.81718,0.37568,0.148492
"Sacramento",0.098888,0.03036,17.757234,0.78184,1.448388,0.05934
"Sacramento",0.085268,0.015752,13.953972,0.6101,1.33574,0.0029
"Sacramento",0.078932,0.011792,16.496384,0.259672,0.156496,0.174052
"Sacramento",0.099368,0.015048,18.148472,1.217112,0.16542,0.066792
"Sacramento",0.10146,0.020064,16.45604,0.379612,0.28948,0.125016
"Sacramento",0.097088,0.022,15.776088,0.266116,0.309596,0.126664
"Sacramento",0.0735,0.014168,17.006938,0.300472,0.170968,0.152972
"Sacramento",9.269988,0.008888,2.868496,0.473084,0.033088,0.173624
"Sacramento",11.842956,0.005896,0.476094,0.536508,0.018304,0.2266
"Sacramento",9.605312,0.016016,5.302598,0.62026,0.06546,0.189992
"Sacramento",7.725768,0.013816,6.763648,0.767856,0.370084,0.196152
"Sacramento",3.373252,0.013992,13.784432,1.56528,0.217996,0.332972
"Sacramento",11.57368,0.010648,5.96862,0.473396,0.466012,0.244432
"Sacramento",9.490936,0.00924,5.430016,0.30602,0.420656,0.2034
"Sacramento",0.05382,0.00704,6.868304,0.1942,0.026668,0.054472
"Sacramento",4.80788,0.01408,12.831196,1.255092,0,0.20132
"Sacramento",7.746128,0.014696,11.124956,1.307804,0.197824,0.246088
"Sacramento",0.408528,0.021648,17.86237,1.41434,0.13284,0.152012
"Sacramento",0.110108,0.039248,21.210554,0.913,0.137596,0.116164
"Sacramento",0.081032,0.017072,17.495128,1.238528,0.201804,0.299028
"Sacramento",0.055808,0.00836,11.167498,0.723572,0.04634,0.134256
"Sacramento",0.079984,0.013376,17.429938,0.45546,0.223744,0.07158
"Sacramento",0.063656,0.059124,10.552426,1.421872,0.257576,0.140584
"Sacramento",0.07394,0.016368,16.490594,0.709888,0.113344,0.045196
"Sacramento",0.068692,0.018656,16.232464,0.541704,0.070568,0.176712
"Sacramento",0.070536,0.01232,13.411482,0.470112,0.461352,0.17176
"Sacramento",0.081172,0.02156,16.953576,1.228148,0.309444,0.23118
"Sacramento",0.130884,0.02596,21.016098,1.703384,0.368008,0.099348
"Sacramento",0.058196,0.0704,13.526036,0.361876,0.339856,0.06548
"Sacramento",0.069548,0.059664,16.326374,0.74004,0.10912,0.361196
"Sacramento",0.061848,0.156952,15.827704,0.975828,0.102936,0.06554
"Sacramento",0.141852,0.01716,25.119248,0.642324,0.233752,0.156636
"Sacramento",0.109632,0.021296,20.360576,0.266764,0.142,0.154676
"Sacramento",0.103296,0.032736,15.079418,0.458464,0.382804,0.114152
"Sacramento",0.086768,0.019272,19.413088,1.105348,0.25572,0.119348
"Sacramento",0.619088,0.043552,20.333998,1.691536,0.1848,0.381252
"Sacramento",0,0.017248,0.28978,1.08812,0.058344,0.0117
"Sacramento",0.039424,0.02068,11.178044,0.077264,0.127776,0.110624
"Sacramento",0.087188,0.01408,19.160954,0.685916,0.159792,0.368112
"Sacramento",0.028512,0.0242,10.075596,0.477544,0.776424,0.071896
"Sacramento",0.044076,0.032912,14.49866,0.23424,0.077,0.102536
"Sacramento",0.078588,0.018744,15.159144,0.405472,0.146872,0.075044
"Sacramento",0.110804,0.03212,25.14031,0.932072,0.270724,0.129824
"Sacramento",0.061436,0.021736,17.09626,0.929724,0.039512,0.090032
"Sacramento",0.084164,0.019272,16.853432,0.825172,0.126208,0.553724
"Sacramento",0.072988,0.028072,18.146038,1.005404,0.1012,0.078664
"Sacramento",0.082216,0.0308,18.104068,0.931148,0.120384,0.087064
"Sacramento",0.118296,0.014696,26.627798,1.966056,0.168256,0.088568
"Sacramento",0.049192,0.056584,12.397054,1.858848,0.04664,0.146816
"Sacramento",20.120268,0.005632,5.673498,0.709824,0.011968,0.357036
"Sacramento",14.702908,0.008272,5.778052,0.641088,0.042504,0.262336
"Sacramento",14.62316,0.006776,5.38719,0.55016,0.047344,0.303804
"Sacramento",0.09128,0.039072,22.952402,0.976076,0.197652,0.110448
"Sacramento",15.90688,0.003784,4.196846,1.78196,0.018832,0.334832
"Sacramento",0.065488,0.01408,12.09335,0.911052,0.216908,0.067212
"Sacramento",0.048664,0.017512,0.831392,1.574608,0.081488,0.0141
"Sacramento",0.048576,0.016896,2.093042,0.750296,0.08184,0.0107
"Sacramento",19.928824,0,0.7396,1.265524,0.001584,0.374684
"Sacramento",0.092656,0.03036,19.440768,0.517628,0.216524,0.076864
"Sacramento",11.114032,0.011968,4.41885,0.42076,0.04092,0.255028
"Sacramento",0.05938,0.019624,11.765214,1.60712,0.195,0.111032
"Sacramento",0.030536,0.022088,10.149302,0.273052,0.018568,0.109584
"Sacramento",0,0.0242,0.536404,0.872052,0.014,0.0267
"Sacramento",0.065472,0.024992,1.775108,3.105588,0.217008,0.0122
"Sacramento",0.176464,0.033088,19.910324,0.512124,0.11484,0.193072
"Sacramento",0.094684,0.020328,20.681012,0.98082,0.201412,0.107044
"Sacramento",0.08344,0.023408,18.233134,0.248972,0.064064,0.114504
"Sacramento",0.078924,0.025256,14.501292,0.433084,0.0902,0.160348
"Sacramento",0.276788,0.349776,38.36933,1.612824,0.403872,0.290388
"Sacramento",0.077484,0.008184,17.330156,0.294532,0.200628,0.306256
"Sacramento",0.089044,0.017864,15.30812,1.782776,0.206704,0.078156
"Sacramento",0.108096,0.04048,19.658776,0.557768,0.124224,0.110608
"Sacramento",0.10718,0.018216,17.974942,1.117112,0.361844,0.411912
"Sacramento",0.147896,0.036608,22.118932,1.641848,0.268548,0.079688
"Sacramento",0.067684,0.016016,19.855298,1.059408,0.13904,0.079724
"Sacramento",0.099492,0.020856,20.127492,0.206332,0.05676,0.106528
"Sacramento",0.112688,0.033264,22.043236,0.861584,0.185248,0.06536
"Sacramento",0.058312,0.033704,10.95524,0.591916,0.048928,0.055972
"Sacramento",0.049532,0.022616,14.475788,0.997728,0.203808,0.069232
"Sacramento",12.877164,0.01012,5.17954,0.611908,0.13164,0.237644
"Sacramento",0.100468,0.032912,21.057986,0.889936,0.111672,0.097312
"Sacramento",0.09428,0.010384,17.109538,0.532508,0.085448,0.248052
"Sacramento",0.097832,0.005808,15.450426,1.078896,0.15614,0.00768
"Sacramento",0.095248,0.012408,19.227846,1.654108,0.129084,0.10298
"Sacramento",0.100228,0.0286,20.116454,0.697128,0.127952,0.08792
"Sacramento",0.093448,0.026664,18.266898,0.66474,0.17708,0.056728
"Sacramento",0.06804,0.057184,16.378018,0.933896,0.054296,0.058276
"Sacramento",0.04576,0.029128,14.294774,0.603312,0.05148,0.206216
"Sacramento",0.07952,0.020152,13.57202,0.35024,0.131328,0.055536
"Sacramento",0.127728,0.024024,22.464674,0.394776,0.133672,0.062856
"Sacramento",0.067004,0.026928,18.776972,0.757692,0.0924,0.110672
"Sacramento",0.074236,0.024816,19.883776,0.550904,0.173536,0.081532
"Sacramento",0.089256,0.01936,16.34387,1.43704,0.170368,0.327108
"Sacramento",0.047912,0.024464,9.306254,0.413664,0.02156,0.063272
"Sacramento",0.082704,0.022088,18.309484,0.879124,0.07392,0.165
"Sacramento",0.066072,0.01628,15.476324,0.290716,0.12562,0.1058
"Sacramento",0.04752,0.022968,15.151166,0.413612,0.075592,0.104208
"Sacramento",0.05632,0.023848,17.996338,0.456148,0.095304,0.138348
"Sacramento",0.0896,0.018392,20.40926,0.651524,0.16104,0.06164
"Sacramento",0.0711,0.02156,16.686468,0.502272,0.042064,0.090292
"Sacramento",0.064404,0.023056,14.581624,0.290368,0.82554,0.25154
"Sacramento",0.073628,0.041272,16.613774,1.278996,0.20592,0.0067
"Sacramento",0.028336,0.607324,14.466318,1.4492,0.013728,0.12284
"Sacramento",0.058644,0.03212,12.115142,0.56338,0.099492,0.10966
"Sacramento",0.042152,0.03916,15.347256,0.242652,0.071456,0.383536
"Sacramento",0.061204,0.028952,12.305104,0.951848,0.19692,0.169096
"Sacramento",1.46756,0.03772,24.259552,0.3662,0.092488,0.131272
"Sacramento",0.09308,0.019184,22.092442,0.820132,0.214544,0.084056
"Sacramento",0.093872,0.015048,21.475554,0.580704,0.181456,0.070036
"Sacramento",0.082892,0.01628,18.780232,1.4106,0.087472,0.271432
"Sacramento",0.071588,0.020768,16.694132,0.482584,0.199812,0.106212
"Sacramento",0.102028,0.026576,21.257838,1.9873,0.174504,0.111968
"Sacramento",0.083776,0.053416,19.072362,0.749828,0.167992,0.073796
"Sacramento",0.077776,0.015048,16.211516,0.378056,0.072072,0.085072
"Sacramento",0.10694,0.020064,21.697706,0.636096,0.113932,0.19492
"Sacramento",0.117072,0.021648,16.741238,1.764648,0.13244,0.080852
"Sacramento",9.955616,0.103,3.695184,0.669812,0.01628,0.228444
"Sacramento",24.526652,0,0.586612,0.55134,0,0.471
"Sacramento",0.115616,0.009416,22.530038,1.2133,0.191752,0.08342
"Sacramento",0.072892,0.021296,15.909542,0.597612,0.159892,0.054384
"Sacramento",0.110632,0.02596,19.239256,0.873524,0.142824,0.089964
"Sacramento",0.063592,0.013992,12.395328,0.277752,0.04004,0.161392
"Sacramento",0.030624,0.025432,8.650684,0.294584,0.216216,0.051056
"Sacramento",0.09598,0.040744,18.382266,0.340188,0.13772,0.127748
"Sacramento",0.105192,0.031268,20.198518,0.302404,0.11242,0.118792
"Sacramento",0.138852,0.011528,26.182536,1.846252,0.237416,0.236328
"Sacramento",0.034584,0.015224,12.13119,0.633428,0.1078,0.011352
